医院名称,等级,特色,电话,地址,简介,科室列表
重复成都416医院,无,无,"028-82991210(总机),028-82991547(导医台)",成都市二环路北四段4号,"416医院是中国核工业集团公司（原核工业部）在西南地区的一所集医疗、教学、科研、预防保健为一体的综合性医院。省、市、区三级医保定点医院，9所医学院校教学医院。　　医院开设床位650张。设有28个医技科室，40个医学专业；拥有核磁共振、螺旋CT、ECT、全自动生化分析仪、数字摄片仪、放射治疗机、腔内后装治疗机、射频肿瘤热疗机、各类腔镜检查治疗仪等大型医疗设备100多台；专家100多名，留学博士和硕士研究生70多名。　　1912年，清末状元、著名的实业家张謇创建了苏州医学院。1959年，苏州医学院因医疗业务发展的需要，建立了苏州医学院附二院。1969年，根据国防三线建设的迫切需要，将苏州医学院附二院内迁到四川内江，易名为416医院。1989年随着国家改革开放和工作重心的转移，为了更好地发挥核工业西南地区中心医院的作用。按照国防三线调整的统一部署，医院搬迁到成都，开始了416医院的第三次创业。　　50年来，在各级领导和社会各界的关心、支持、帮助下，一代又一代416人坚持和发扬了艰苦奋斗、自强不息的精神，克服重重困难，用勤劳和智慧，努力建设着医院，使医院不断地发展壮大。为了进一步提高医院的综合医疗服务能力，满足百姓的医疗需求，2005年医院筹措资金修建了新住院大楼。增添和更新了大中型医疗设备60多台。使医院病床数由300张增加到650张，极大地缓解了周围病人住院难的问题。    　　为了让病人拥有一个优美舒适的就医环境，医院不断加强环境改造，提高服务质量和服务能力。建立完善的沟通渠道，设立意见箱、公开投诉部门和投诉电话、建立网络交流平台、定期召开病人座谈会、行风监督员会、发放病人满意度调查表、进行病人电话随访、组织病人联谊会，努力营造和谐的医患氛围，把优质服务体现到工作的每个环节，使党和政府对百姓健康的关爱在这里得以体现。    　　医院坚持把“以病人为中心”作为工作的出发点,运用先进的企业文化管理理念，按照三级甲等医院标准进行科学化、规范化管理，不断提高医院的综合实力。积极向全国十佳医院学习，努力实现“拥有一流人才、开展一流技术、提供一流服务、建设一流医院”的发展目标。加快医院网络化建设步伐，努力向现代数字化大型综合性医院迈进。    　　416医院作为中国核工业集团公司在西南地区的一所中心医院，我们始终铭记为核工业和为地方百姓服务的神圣使命。坚持到基层巡回医疗；为基层单位职工作健康体检和健康教育；为基层医院培训医疗骨干；解决疑难疾病等问题。为建设和谐集团和和谐社会，尽到我们应尽的责任。目前医院正在尽最大努力配合国家建设核事故医学应急组织。    　　医院积极响应四川省卫生厅和成都市卫生局的部署，以极大的热情对口帮扶凉山州普格县乡卫生院、地震灾区彭州新兴镇和通济镇卫生院、以及成都市两个社区卫生服务中心的发展。医院积极开展各种社会公益活动，主动承担政府对社会健康的职责，使公立医院的公益性得以体现。    　　在抗震救灾中，全院职工不辱使命，和全中国人民一起，抗击突如其来的特大自然灾害。在余震不断，大楼频频摇动，危险随时可能发生的情况下，医护人员不顾家人和个人的安危，日夜守护在病人的身旁。并以最快的速度派出医疗队，赶赴汶川参加救援。医护人员临危不惧的精神受到了社会各界的高度赞扬。医院被中华全国总工会授予了“抗震救灾--工人先锋号”称号；获得国资委、中核集团公司、四川省政府抗震救灾荣誉24项。    　　在6.5全国特大公交车燃烧事件中，医院迅速启动应急预案，在第一时间赶赴事发现场。接诊18名烧伤患者，为受伤人员赢得了最宝贵的救治时间。被成都市政府授予“6.5公交车燃烧事件医疗救治工作—先进集体” 称号。    　　成都416医院相信在各级领导和社会各界的关心、支持、帮助和理解下，通过全院职工的共同努力，一个“职工满意、病人满意、政府满意、社会满意”的医院将会得到更加健康、稳步、持续地发展。","1.内分泌科
2.心内科
3.神经内科
4.呼吸内科
5.消化内科
6.肾内科
7.感染科
8.血液风湿科
9.急诊科
10.脑外科
11.普外科
12.泌尿外科
13.骨科
14.脊柱骨科
15.心胸外科
16.妇科
17.儿科
18.儿童保健科
19.产科
20.核医学科
21.眼科
22.耳鼻喉科
23.肿瘤科
24.皮肤科
25.口腔科
26.康复科
27.疼痛科
28.放射科
29.麻醉科
30.医学美容科
31.中医科
32.心理咨询科
33.病理科
34.特检科
35.药剂科
36.检验科
37.体检部
38.预防保健科
"
成都市第二人民医院,三级甲等,无,"028-65108888(总机),028-86621522-3109(预约挂号),028-86740912(院办公室),028-86511422(医务科),028-86740843(急救)",成都市庆云南街10号(本部);成都市草市街165号(草市街分部),,"1.心血管内科
2.内分泌科
3.呼吸内科
4.老年医学科
5.神经内科
6.消化内科
7.肾病内科
8.风湿与免疫科
9.血液内科
10.急诊科
11.皮肤科
12.耳鼻喉科
13.口腔科
14.中医科
15.烧伤整形外科
16.康复理疗科
17.超声专业
18.疼痛科
19.中医肛肠科
20.眼科
21.肿瘤科
22.ICU
23.干部保健科
24.病理专业
25.医学影像科
26.介入治疗科
27.耳鼻咽喉头颈外科
28.核医学科
29.肝胆胰科
30.普外科
31.乳腺血管外科
32.泌尿外科
33.心胸外科
34.骨外科
35.神经外科
36.医疗美容科
37.麻醉科
38.妇产科
39.儿科
"
四川省八一康复中心,三级甲等,无,"028-82668181(总机),028-4009960081",四川省成都市温江区永宁镇八一路81号（成都国际医学城内),,"1.偏瘫康复科
2.综合内科
3.输血科
4.急诊科
5.骨科
6.脊柱脊髓损伤康复科
7.脑瘫外科
8.外科
9.泌尿外科
10.儿童康复科
11.妇产科
12.康复科
13.医学影像科
14.眼耳鼻咽喉科
15.功能科
16.皮肤科
17.中西医结合科
18.疼痛科
19.麻醉科
20.理疗科
21.检验科
22.针灸科
23.辅具中心
24.口腔科
25.病理科
"
成飞医院,无,无,"028-87455501(总机),028-87455404(医务科),028-87415120(急救)",成都青羊区黄田坝经一路105号,,"1.消化内科
2.心血管内科
3.内分泌科
4.神经内科
5.血液内科
6.老年病科
7.风湿免疫科
8.肾脏内科
9.呼吸内科
10.急诊科
11.普外科
12.骨外科
13.神经外科
14.胸外科
15.泌尿外科
16.乳腺外科
17.儿科
18.妇产科
19.五官科
20.口腔科
21.健康体检科
22.中医科
23.麻醉科
24.康复科
25.营养科
26.肿瘤内科
27.超声科
28.重症监护室
29.皮肤科
30.感染科
31.精神科
32.放射科
"
彭州市人民医院,无,肝胆外科、骨科、心内科、妇科,"028-83891915（预约）,028-83871821（老院区值班电话）,028-86239787（新院区值班电话）",四川省彭州市金彭西路184号（老院区）;彭州市南部新城区（新院区）,,"1.内分泌科
2.心血管内科
3.呼吸内科
4.神经内科
5.消化内科
6.普通内科
7.肾病内科
8.急诊科
9.泌尿外科
10.普外科
11.骨科
12.神经外科
13.肛肠科
14.胸外科
15.妇科
16.儿科
17.产科
18.中医科
19.口腔科
20.超声科
21.康复科
22.眼科
23.皮肤科
24.麻醉科
25.耳鼻喉
26.检验科
27.重症监护室
28.肿瘤内科
29.病理科
30.医学影像科
"
四川省骨科医院,三级甲等,骨科,"028-87015226(总机),028-87027425(院办公室),028-87014160(医务办公室),028-87026080(急诊电话)",四川省成都市武侯区一环路西一段132号,,"1.创伤骨科
2.脊柱骨科
3.膝关节镜科
4.手腕科
5.膝关节运动医学科
6.足踝2科
7.骨病科
8.儿童骨科
9.康复科
10.风湿骨关节病科
11.内科
12.麻醉科
13.急诊科
14.老年骨科
15.血管外科
16.中医科
"
成都市第五人民医院,三级甲等,无,"028-82726103(门诊办公室),028-82722252(院办)",四川省成都市温江区麻市街33号,,"1.神经内科
2.心血管内科
3.消化内科
4.呼吸内科
5.肾内科
6.血液内科
7.老年病科
8.血液风湿免疫科
9.内分泌科
10.普内科
11.全科医学科
12.泌尿外科
13.普外科
14.胸心外科
15.痔瘘科
16.脊柱外科
17.骨科
18.神经外科
19.乳腺甲状腺外科
20.妇产科
21.儿科
22.口腔科
23.皮肤性病科
24.眼科
25.麻醉科
26.耳鼻喉科
27.中医科
28.康复科
29.肿瘤科
30.男科
31.中西医结合科
32.体检中心
33.功能科
34.医学影像科
35.急诊科
36.放射科
37.核医学科
38.重症医学科
39.病理科
"
航空工业三六三医院,三级甲等,无,028-61810361(值班),成都市倒桑树街108号(南河彩虹桥旁),成都363医院（三级乙等等医院，省、市、区县医保定点医院，泸州医学院附属成都三六三医院为第二院名）座落在风景秀丽的府南河边，与历史悠久的武侯祠毗邻，系中国航空工业第二集团公司在西南地区唯一的一所中心医院，是泸医硕士研究生点，也是其它多所大、中专医学院校的实习基地，集“医疗、科研、教学、培训、医保”等功能于一体的综合性医院。　　成都363医院创建于1974年。医院名称经多次更改，2002年3月根据中编办批复，现调整名称为363医院。　　成都363医院占地面积近3万平方米，建筑面积4万余平方米，有近四百张床位，现有职工四百余人，高级职称60余人，客座教授20多人，中级职称百余人。科室设置齐全，专科特色突出，开设伽玛刀治疗、癫痫诊疗、眼视光部等。全院微机网络化管理，并与省、市、区医保系统联网。　　成都363医院拥有较为完备的现代化、大型高新诊疗设备，如头部伽玛刀、全身伽玛刀、核磁共振仪、螺旋CT、C臂数字X线机、CR975计算机放射成像系统、彩色多普勒超声诊断仪、钴60机、准分子激光治疗仪、全自动生化分析仪、体外震波碎石机、钬激光碎石治疗系统、癫痫定位诊断系统、睡眠监测系统等，还拥有微创系列腔镜，如腹腔镜、脑室镜、胸腔镜、脊柱微创手术系统、椎间孔镜、椎间盘镜、关节镜、宫腔镜、胆道镜、十二指肠镜、电子胃镜、超声乳化仪、鼻内窥镜、等离子（鼾症）手术仪等。同时，配置齐全的基础医疗设施设备，如各种型号的X光机、心电监护仪、麻醉机及检验设备等。大中型医疗设备共近800台件，总值逾9000万元。为病人的诊断、治疗，提供了可靠的物资保证。近几年来，医院委托培养研究生、博士生7名，开展新技术、新项目130多项，科研立项15项。　　成都363医院以综合医院为依托，逐渐形成了微创外科，神内、神外、伽玛刀联合诊治脑系疾病，及全身癌瘤的综合治疗三大特色，尤其以伽玛刀治疗及腔镜治疗为代表的“微创外科” 成为了医院独树一帜的微创外科特色系列。在人才和设备的强力支撑下，医院开展了“三甲”医院的高难度手术及治疗。其中，开展的代表21世纪神经外科发展方向的神经内镜、锁孔入路等微创手术，已居省内领先、国内先进之列；泌尿外科在省内首家成功引进和开展了“钬激光”泌尿系统腔内治疗新技术，良好的治疗效果让患者少走了许多弯路；五官科引进了鼻内窥镜、等离子（鼾症）手术仪等高新设备，尤其在继曾风靡蓉城的363 OK镜治疗项目后，引进了准分子激光治疗仪，配置的MORIA-90一次性角膜板层刀，更加适合于高度数、角膜薄的近视患者，为川内首新，视力校正治疗也从此上了一个台阶，新开展的儿童弱视治疗项目为广大弱视儿童带来了希望；全数字化癫痫诊疗评估网络化系统的投入运行，标志着医院癫痫诊断、治疗手段的高水平和系列化。　　成都363医院重视职业道德建设，坚持以病人为中心，形成了独特的医院文化及良好的服务意识。“三六三”人始终信守“病人第一，质量第一，信誉第一”的办院宗旨，他们的努力赢得了广大患者的信赖及社会各界的好评，为此，三六三医院先后被航空航天部评为“先进事业单位”，“有重大贡献单位”，被省、市卫生行政部门授予“文明医院”、成都市首批“诚信示范医院”称号。,"1.内科
2.神经内科
3.消化内科
4.急诊科
5.全科医学科
6.心血管内科
7.呼吸内科
8.内分泌肾病内科
9.普外科
10.骨科
11.脑外科
12.泌尿外科
13.胸外科
14.肝胆外科
15.肝胆胰外科
16.胃肠外科
17.神经外科
18.妇产科
19.儿科
20.眼科
21.全身伽玛刀治疗室
22.耳鼻咽喉头颈外科
23.皮肤科
24.肿瘤科
25.麻醉科
26.预防保健科
27.重症医学科（ICU）
28.口腔科
29.特检科
30.核磁共振室
31.核医学科
32.药剂科
33.检验科
34.中医内科
35.病理科
36.介入、CT室
37.放射科
38.体部伽马刀
39.超声科
40.头部伽玛刀治疗室
"
四川省中西医结合医院,三级甲等,无,"028-85236490(医务科),028-85236072",成都市人民南路四段51号,,"1.儿科
2.消化内科
3.妇科
4.肿瘤科
5.肛肠科
6.皮肤科
7.内科
8.骨科
9.肾内科
10.针灸科
11.神经内科
12.心血管内科
13.五官科
14.呼吸内科
15.外科
16.老年病科
17.亚健康中心
18.中医内科
19.麻醉科
20.泌尿男科
21.口腔科
22.耳鼻喉科
23.医疗美容科
24.疼痛科
25.眼科
26.西医内科
27.急诊科
28.ICU
29.精神科
30.超声科
31.临床病理科
32.影像科
33.妇女保健科
34.康复医学科
35.整形外科
36.体检中心
"
四川省第五人民医院,无,无,"028-86644166(总机),028-86603096(办公室)",成都市商业街66号,,"1.内科
2.内科心血管
3.呼吸内科
4.内科、糖尿病
5.干部保健科
6.内科、消化
7.急诊科
8.普外科
9.普外、肝胆
10.妇产科
11.耳鼻喉科
12.中医针灸、康复理疗专科
13.口腔科
14.中医骨伤科
15.检验科
16.麻醉科
17.药剂科
18.眼科
19.中医内科
20.皮肤科
21.超声诊断科
"
成都市第四人民医院,三级甲等,精神,"028-69515815(门诊咨询台), 028-87577510(成都市未成年人心理咨询热线),028-87522430(院办),028-87525389(就医热线)",成都市营门口路互利西一巷8号(二环路营门口立交桥侧),,"1.普通精神科
2.司法鉴定科
3.心理测评中心
4.老年病科
5.内科
6.中西医结合科
7.急诊科
8.妇科
9.口腔科
10.药剂科
11.放射科
"
四川大学华西第四医院,三级甲等,无,028-85501525(院办公室),成都市人民南路3段18号,,"1.老年病科
2.高压氧治疗中心
3.急诊科
4.普内科
5.外科
6.骨质疏松科
7.泌尿外科
8.微创外科-胃肠外科·疝外科
9.妇科
10.耳鼻咽喉科
11.皮肤性病科
12.中毒科
13.眼科
14.姑息关怀科
15.肿瘤诊断科
16.职业卫生科
17.针灸室
18.检验科
19.健康体检科
20.放射科
21.医学影像科
"
成都市公共卫生临床医疗中心,无,无,"028-84512175(总值班),028-84519246(急诊)",静明路377号三环路航天立交内侧,,"1.艾滋病科
2.传染科
3.肝病科
4.皮肤科
5.普通外科
6.口腔科
7.内分泌科
8.结核科
9.胸外科
10.综合内科
11.骨科
12.五官科
13.心血管内科
14.妇产科
15.感染内科
16.病理科
17.中医科
18.放射科
"
